year,state,w_county,w_county_name,h_county,h_county_name,S000,SA01,SA02,SA03,SE01,SE02,SE03,SI01,SI02,SI03
2019,IL,17007,"Boone County, Illinois",17091,"Kankakee County, Illinois",22,6,12,4,9,7,6,4,11,7
2019,IL,17007,"Boone County, Illinois",17093,"Kendall County, Illinois",94,24,57,13,13,21,60,64,20,10
2019,IL,17007,"Boone County, Illinois",17095,"Knox County, Illinois",21,3,8,10,3,10,8,4,9,8
2019,IL,17007,"Boone County, Illinois",17097,"Lake County, Illinois",161,37,90,34,38,58,65,94,34,33
2019,IL,17007,"Boone County, Illinois",17099,"LaSalle County, Illinois",62,12,38,12,5,18,39,31,17,14
2019,IL,17007,"Boone County, Illinois",17103,"Lee County, Illinois",97,20,45,32,27,27,43,35,31,31
2019,IL,17007,"Boone County, Illinois",17105,"Livingston County, Illinois",6,1,3,2,1,3,2,2,3,1
2019,IL,17007,"Boone County, Illinois",17107,"Logan County, Illinois",6,0,6,0,1,1,4,0,5,1
2019,IL,17007,"Boone County, Illinois",17109,"McDonough County, Illinois",5,3,1,1,2,1,2,1,3,1
2019,IL,17007,"Boone County, Illinois",17111,"McHenry County, Illinois",616,127,342,147,87,185,344,328,109,179
2019,IL,17007,"Boone County, Illinois",17113,"McLean County, Illinois",21,6,12,3,2,9,10,6,9,6
2019,IL,17007,"Boone County, Illinois",17115,"Macon County, Illinois",30,4,18,8,6,6,18,1,28,1
2019,IL,17007,"Boone County, Illinois",17117,"Macoupin County, Illinois",2,1,0,1,0,1,1,1,1,0
2019,IL,17007,"Boone County, Illinois",17119,"Madison County, Illinois",41,9,25,7,3,31,7,5,33,3
2019,IL,17007,"Boone County, Illinois",17121,"Marion County, Illinois",1,0,0,1,0,1,0,0,1,0
2019,IL,17007,"Boone County, Illinois",17123,"Marshall County, Illinois",2,0,1,1,0,1,1,1,0,1
2019,IL,17007,"Boone County, Illinois",17125,"Mason County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17007,"Boone County, Illinois",17127,"Massac County, Illinois",1,0,0,1,0,0,1,0,0,1
2019,IL,17007,"Boone County, Illinois",17129,"Menard County, Illinois",5,0,4,1,0,1,4,0,4,1
2019,IL,17007,"Boone County, Illinois",17131,"Mercer County, Illinois",2,0,1,1,1,1,0,0,1,1
2019,IL,17007,"Boone County, Illinois",17133,"Monroe County, Illinois",3,1,2,0,0,2,1,0,3,0
2019,IL,17007,"Boone County, Illinois",17135,"Montgomery County, Illinois",1,0,1,0,1,0,0,0,1,0
2019,IL,17007,"Boone County, Illinois",17137,"Morgan County, Illinois",4,1,0,3,0,4,0,1,3,0
2019,IL,17007,"Boone County, Illinois",17139,"Moultrie County, Illinois",3,2,0,1,1,2,0,0,2,1
2019,IL,17007,"Boone County, Illinois",17141,"Ogle County, Illinois",467,92,282,93,78,117,272,277,80,110
2019,IL,17007,"Boone County, Illinois",17143,"Peoria County, Illinois",25,9,11,5,4,12,9,5,6,14
2019,IL,17007,"Boone County, Illinois",17145,"Perry County, Illinois",1,0,1,0,0,0,1,1,0,0
2019,IL,17007,"Boone County, Illinois",17147,"Piatt County, Illinois",3,1,2,0,1,0,2,0,2,1
2019,IL,17007,"Boone County, Illinois",17155,"Putnam County, Illinois",3,0,0,3,1,2,0,1,2,0
2019,IL,17007,"Boone County, Illinois",17161,"Rock Island County, Illinois",21,3,11,7,5,9,7,9,8,4
2019,IL,17007,"Boone County, Illinois",17163,"St. Clair County, Illinois",61,12,38,11,4,47,10,1,57,3
2019,IL,17007,"Boone County, Illinois",17167,"Sangamon County, Illinois",30,4,19,7,10,4,16,6,21,3
2019,IL,17007,"Boone County, Illinois",17173,"Shelby County, Illinois",7,2,4,1,2,1,4,0,7,0
2019,IL,17007,"Boone County, Illinois",17175,"Stark County, Illinois",2,0,2,0,0,1,1,1,0,1
2019,IL,17007,"Boone County, Illinois",17177,"Stephenson County, Illinois",240,33,149,58,31,69,140,167,43,30
2019,IL,17007,"Boone County, Illinois",17179,"Tazewell County, Illinois",16,2,10,4,1,6,9,5,6,5
2019,IL,17007,"Boone County, Illinois",17183,"Vermilion County, Illinois",8,2,5,1,6,2,0,0,4,4
2019,IL,17007,"Boone County, Illinois",17187,"Warren County, Illinois",2,0,2,0,0,1,1,0,1,1
2019,IL,17007,"Boone County, Illinois",17189,"Washington County, Illinois",1,0,1,0,0,1,0,1,0,0
2019,IL,17007,"Boone County, Illinois",17191,"Wayne County, Illinois",1,1,0,0,0,1,0,0,0,1
2019,IL,17007,"Boone County, Illinois",17195,"Whiteside County, Illinois",36,9,15,12,9,12,15,10,18,8
2019,IL,17007,"Boone County, Illinois",17197,"Will County, Illinois",145,43,77,25,33,44,68,87,41,17
2019,IL,17007,"Boone County, Illinois",17199,"Williamson County, Illinois",3,0,3,0,0,1,2,3,0,0
2019,IL,17007,"Boone County, Illinois",17201,"Winnebago County, Illinois",8613,2128,4770,1715,1282,3044,4287,5706,1085,1822
2019,IL,17007,"Boone County, Illinois",17203,"Woodford County, Illinois",2,0,2,0,0,0,2,2,0,0
2019,IL,17009,"Brown County, Illinois",17001,"Adams County, Illinois",664,155,364,145,53,206,405,29,540,95
2019,IL,17009,"Brown County, Illinois",17005,"Bond County, Illinois",5,1,2,2,0,2,3,0,1,4
2019,IL,17009,"Brown County, Illinois",17007,"Boone County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17009,"Brown County, Illinois",17009,"Brown County, Illinois",976,214,524,238,214,376,386,111,485,380
2019,IL,17009,"Brown County, Illinois",17011,"Bureau County, Illinois",2,2,0,0,0,0,2,0,0,2
2019,IL,17009,"Brown County, Illinois",17013,"Calhoun County, Illinois",6,1,0,5,1,2,3,0,5,1
2019,IL,17009,"Brown County, Illinois",17017,"Cass County, Illinois",315,110,161,44,26,120,169,0,296,19
2019,IL,17009,"Brown County, Illinois",17019,"Champaign County, Illinois",21,5,12,4,3,0,18,0,14,7
2019,IL,17009,"Brown County, Illinois",17021,"Christian County, Illinois",11,0,7,4,0,4,7,0,7,4
2019,IL,17009,"Brown County, Illinois",17025,"Clay County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17009,"Brown County, Illinois",17027,"Clinton County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17029,"Coles County, Illinois",2,1,0,1,0,0,2,0,2,0
2019,IL,17009,"Brown County, Illinois",17031,"Cook County, Illinois",142,41,85,16,11,52,79,1,136,5
2019,IL,17009,"Brown County, Illinois",17033,"Crawford County, Illinois",2,1,0,1,0,0,2,0,1,1
2019,IL,17009,"Brown County, Illinois",17039,"De Witt County, Illinois",3,1,2,0,0,0,3,0,1,2
2019,IL,17009,"Brown County, Illinois",17041,"Douglas County, Illinois",2,0,1,1,0,0,2,0,1,1
2019,IL,17009,"Brown County, Illinois",17043,"DuPage County, Illinois",2,0,0,2,0,0,2,0,2,0
2019,IL,17009,"Brown County, Illinois",17049,"Effingham County, Illinois",8,2,5,1,2,1,5,0,2,6
2019,IL,17009,"Brown County, Illinois",17051,"Fayette County, Illinois",2,0,2,0,0,2,0,0,2,0
2019,IL,17009,"Brown County, Illinois",17053,"Ford County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17009,"Brown County, Illinois",17055,"Franklin County, Illinois",2,0,2,0,0,0,2,0,0,2
2019,IL,17009,"Brown County, Illinois",17057,"Fulton County, Illinois",86,36,37,13,8,22,56,0,62,24
2019,IL,17009,"Brown County, Illinois",17061,"Greene County, Illinois",54,11,26,17,7,16,31,2,46,6
2019,IL,17009,"Brown County, Illinois",17063,"Grundy County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17009,"Brown County, Illinois",17067,"Hancock County, Illinois",112,17,63,32,16,42,54,0,85,27
2019,IL,17009,"Brown County, Illinois",17071,"Henderson County, Illinois",6,1,4,1,1,2,3,0,4,2
2019,IL,17009,"Brown County, Illinois",17073,"Henry County, Illinois",4,2,2,0,1,0,3,0,2,2
2019,IL,17009,"Brown County, Illinois",17075,"Iroquois County, Illinois",3,0,3,0,1,0,2,2,1,0
2019,IL,17009,"Brown County, Illinois",17077,"Jackson County, Illinois",1,0,0,1,0,0,1,0,1,0
2019,IL,17009,"Brown County, Illinois",17081,"Jefferson County, Illinois",3,1,2,0,0,0,3,0,0,3
2019,IL,17009,"Brown County, Illinois",17083,"Jersey County, Illinois",4,0,4,0,0,0,4,0,2,2
2019,IL,17009,"Brown County, Illinois",17085,"Jo Daviess County, Illinois",4,0,4,0,0,1,3,0,1,3
2019,IL,17009,"Brown County, Illinois",17087,"Johnson County, Illinois",2,0,2,0,0,1,1,0,1,1
2019,IL,17009,"Brown County, Illinois",17089,"Kane County, Illinois",3,1,1,1,1,0,2,0,2,1
2019,IL,17009,"Brown County, Illinois",17091,"Kankakee County, Illinois",13,4,6,3,1,3,9,1,7,5
2019,IL,17009,"Brown County, Illinois",17093,"Kendall County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17095,"Knox County, Illinois",6,1,4,1,0,0,6,0,4,2
2019,IL,17009,"Brown County, Illinois",17097,"Lake County, Illinois",3,0,2,1,0,2,1,0,2,1
2019,IL,17009,"Brown County, Illinois",17099,"LaSalle County, Illinois",6,1,5,0,0,1,5,0,4,2
2019,IL,17009,"Brown County, Illinois",17103,"Lee County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17009,"Brown County, Illinois",17105,"Livingston County, Illinois",5,1,3,1,1,0,4,1,4,0
2019,IL,17009,"Brown County, Illinois",17107,"Logan County, Illinois",8,1,5,2,1,1,6,0,5,3
2019,IL,17009,"Brown County, Illinois",17109,"McDonough County, Illinois",140,27,80,33,13,42,85,5,102,33
2019,IL,17009,"Brown County, Illinois",17111,"McHenry County, Illinois",3,1,0,2,1,1,1,0,2,1
2019,IL,17009,"Brown County, Illinois",17113,"McLean County, Illinois",11,4,5,2,1,6,4,0,6,5
2019,IL,17009,"Brown County, Illinois",17115,"Macon County, Illinois",25,7,12,6,6,7,12,0,16,9
2019,IL,17009,"Brown County, Illinois",17117,"Macoupin County, Illinois",39,12,24,3,5,17,17,1,18,20
2019,IL,17009,"Brown County, Illinois",17119,"Madison County, Illinois",10,2,6,2,1,2,7,0,5,5
2019,IL,17009,"Brown County, Illinois",17121,"Marion County, Illinois",1,0,1,0,0,0,1,0,1,0
2019,IL,17009,"Brown County, Illinois",17123,"Marshall County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17125,"Mason County, Illinois",19,4,13,2,1,5,13,0,11,8
2019,IL,17009,"Brown County, Illinois",17129,"Menard County, Illinois",3,1,1,1,1,1,1,0,2,1
2019,IL,17009,"Brown County, Illinois",17131,"Mercer County, Illinois",2,1,1,0,0,0,2,0,0,2
2019,IL,17009,"Brown County, Illinois",17133,"Monroe County, Illinois",1,1,0,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17135,"Montgomery County, Illinois",3,1,2,0,0,1,2,0,0,3
2019,IL,17009,"Brown County, Illinois",17137,"Morgan County, Illinois",251,47,141,63,33,68,150,3,210,38
2019,IL,17009,"Brown County, Illinois",17139,"Moultrie County, Illinois",3,2,0,1,0,1,2,0,2,1
2019,IL,17009,"Brown County, Illinois",17143,"Peoria County, Illinois",11,3,4,4,1,2,8,0,1,10
2019,IL,17009,"Brown County, Illinois",17145,"Perry County, Illinois",4,1,2,1,0,1,3,0,0,4
2019,IL,17009,"Brown County, Illinois",17147,"Piatt County, Illinois",5,1,2,2,0,1,4,0,5,0
2019,IL,17009,"Brown County, Illinois",17149,"Pike County, Illinois",234,73,107,54,20,80,134,10,190,34
2019,IL,17009,"Brown County, Illinois",17157,"Randolph County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17009,"Brown County, Illinois",17161,"Rock Island County, Illinois",5,0,5,0,0,1,4,0,2,3
2019,IL,17009,"Brown County, Illinois",17163,"St. Clair County, Illinois",10,0,9,1,0,0,10,0,0,10
2019,IL,17009,"Brown County, Illinois",17165,"Saline County, Illinois",1,0,0,1,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17167,"Sangamon County, Illinois",66,16,35,15,9,11,46,0,35,31
2019,IL,17009,"Brown County, Illinois",17169,"Schuyler County, Illinois",360,102,199,59,43,123,194,16,289,55
2019,IL,17009,"Brown County, Illinois",17171,"Scott County, Illinois",55,9,32,14,5,16,34,1,53,1
2019,IL,17009,"Brown County, Illinois",17173,"Shelby County, Illinois",10,4,4,2,0,1,9,0,6,4
2019,IL,17009,"Brown County, Illinois",17179,"Tazewell County, Illinois",11,1,6,4,1,2,8,0,6,5
2019,IL,17009,"Brown County, Illinois",17181,"Union County, Illinois",2,2,0,0,1,1,0,0,1,1
2019,IL,17009,"Brown County, Illinois",17183,"Vermilion County, Illinois",4,0,3,1,1,0,3,1,2,1
2019,IL,17009,"Brown County, Illinois",17185,"Wabash County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17187,"Warren County, Illinois",12,3,7,2,2,3,7,0,9,3
2019,IL,17009,"Brown County, Illinois",17191,"Wayne County, Illinois",3,0,2,1,1,1,1,0,1,2
2019,IL,17009,"Brown County, Illinois",17193,"White County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17009,"Brown County, Illinois",17195,"Whiteside County, Illinois",6,2,3,1,0,2,4,0,2,4
2019,IL,17009,"Brown County, Illinois",17197,"Will County, Illinois",58,14,31,13,2,8,48,0,54,4
2019,IL,17009,"Brown County, Illinois",17199,"Williamson County, Illinois",6,1,4,1,0,1,5,0,1,5
2019,IL,17009,"Brown County, Illinois",17201,"Winnebago County, Illinois",5,1,4,0,0,1,4,0,3,2
2019,IL,17009,"Brown County, Illinois",17203,"Woodford County, Illinois",3,0,3,0,0,0,3,0,0,3
2019,IL,17011,"Bureau County, Illinois",17001,"Adams County, Illinois",41,9,22,10,3,12,26,16,20,5
2019,IL,17011,"Bureau County, Illinois",17003,"Alexander County, Illinois",3,1,2,0,1,2,0,0,0,3
2019,IL,17011,"Bureau County, Illinois",17005,"Bond County, Illinois",8,0,6,2,1,2,5,0,7,1
2019,IL,17011,"Bureau County, Illinois",17007,"Boone County, Illinois",13,3,6,4,6,5,2,1,9,3
2019,IL,17011,"Bureau County, Illinois",17009,"Brown County, Illinois",2,0,1,1,0,1,1,1,1,0
2019,IL,17011,"Bureau County, Illinois",17011,"Bureau County, Illinois",5832,1053,2813,1966,1641,2199,1992,1385,1214,3233
2019,IL,17011,"Bureau County, Illinois",17013,"Calhoun County, Illinois",4,1,2,1,0,2,2,0,3,1
2019,IL,17011,"Bureau County, Illinois",17015,"Carroll County, Illinois",36,6,16,14,13,17,6,5,23,8
2019,IL,17011,"Bureau County, Illinois",17017,"Cass County, Illinois",4,0,4,0,0,2,2,0,3,1
2019,IL,17011,"Bureau County, Illinois",17019,"Champaign County, Illinois",55,15,23,17,10,30,15,4,41,10
2019,IL,17011,"Bureau County, Illinois",17021,"Christian County, Illinois",11,3,4,4,3,5,3,2,8,1
2019,IL,17011,"Bureau County, Illinois",17027,"Clinton County, Illinois",2,0,1,1,1,1,0,0,2,0
2019,IL,17011,"Bureau County, Illinois",17029,"Coles County, Illinois",17,5,9,3,6,8,3,1,8,8
2019,IL,17011,"Bureau County, Illinois",17031,"Cook County, Illinois",328,80,155,93,58,152,118,56,223,49
2019,IL,17011,"Bureau County, Illinois",17033,"Crawford County, Illinois",4,0,1,3,1,0,3,0,4,0
2019,IL,17011,"Bureau County, Illinois",17035,"Cumberland County, Illinois",2,0,1,1,0,1,1,0,2,0
2019,IL,17011,"Bureau County, Illinois",17037,"DeKalb County, Illinois",164,27,91,46,50,57,57,22,66,76
2019,IL,17011,"Bureau County, Illinois",17039,"De Witt County, Illinois",5,1,1,3,1,2,2,0,3,2
2019,IL,17011,"Bureau County, Illinois",17041,"Douglas County, Illinois",3,0,3,0,1,1,1,0,2,1
2019,IL,17011,"Bureau County, Illinois",17043,"DuPage County, Illinois",137,23,69,45,34,40,63,27,82,28
2019,IL,17011,"Bureau County, Illinois",17045,"Edgar County, Illinois",6,1,3,2,1,4,1,0,6,0
2019,IL,17011,"Bureau County, Illinois",17049,"Effingham County, Illinois",15,6,4,5,7,6,2,0,15,0
2019,IL,17011,"Bureau County, Illinois",17051,"Fayette County, Illinois",10,2,5,3,3,4,3,0,10,0
2019,IL,17011,"Bureau County, Illinois",17053,"Ford County, Illinois",7,3,3,1,1,4,2,1,3,3
2019,IL,17011,"Bureau County, Illinois",17055,"Franklin County, Illinois",2,1,1,0,0,1,1,0,1,1
2019,IL,17011,"Bureau County, Illinois",17057,"Fulton County, Illinois",31,12,15,4,7,15,9,2,26,3
2019,IL,17011,"Bureau County, Illinois",17061,"Greene County, Illinois",3,0,3,0,0,1,2,0,3,0
2019,IL,17011,"Bureau County, Illinois",17063,"Grundy County, Illinois",19,4,10,5,4,8,7,0,9,10
2019,IL,17011,"Bureau County, Illinois",17065,"Hamilton County, Illinois",2,2,0,0,2,0,0,0,2,0
2019,IL,17011,"Bureau County, Illinois",17067,"Hancock County, Illinois",22,4,13,5,3,5,14,1,20,1
2019,IL,17011,"Bureau County, Illinois",17071,"Henderson County, Illinois",8,3,2,3,2,4,2,2,2,4
2019,IL,17011,"Bureau County, Illinois",17073,"Henry County, Illinois",358,65,206,87,61,132,165,151,124,83
2019,IL,17011,"Bureau County, Illinois",17075,"Iroquois County, Illinois",21,3,14,4,4,6,11,3,11,7
2019,IL,17011,"Bureau County, Illinois",17077,"Jackson County, Illinois",3,2,1,0,1,2,0,1,1,1
2019,IL,17011,"Bureau County, Illinois",17079,"Jasper County, Illinois",1,1,0,0,0,1,0,0,1,0
2019,IL,17011,"Bureau County, Illinois",17081,"Jefferson County, Illinois",2,0,1,1,0,1,1,0,2,0
2019,IL,17011,"Bureau County, Illinois",17083,"Jersey County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17011,"Bureau County, Illinois",17085,"Jo Daviess County, Illinois",41,13,18,10,9,15,17,6,27,8
2019,IL,17011,"Bureau County, Illinois",17087,"Johnson County, Illinois",1,1,0,0,1,0,0,0,1,0
2019,IL,17011,"Bureau County, Illinois",17089,"Kane County, Illinois",121,28,58,35,30,44,47,25,76,20
2019,IL,17011,"Bureau County, Illinois",17091,"Kankakee County, Illinois",25,8,11,6,4,13,8,2,19,4
2019,IL,17011,"Bureau County, Illinois",17093,"Kendall County, Illinois",21,5,11,5,2,7,12,6,12,3
2019,IL,17011,"Bureau County, Illinois",17095,"Knox County, Illinois",139,29,66,44,26,55,58,29,74,36
2019,IL,17011,"Bureau County, Illinois",17097,"Lake County, Illinois",52,12,25,15,16,18,18,8,38,6
2019,IL,17011,"Bureau County, Illinois",17099,"LaSalle County, Illinois",1674,353,865,456,390,641,643,356,374,944
2019,IL,17011,"Bureau County, Illinois",17101,"Lawrence County, Illinois",1,0,1,0,0,1,0,0,1,0
2019,IL,17011,"Bureau County, Illinois",17103,"Lee County, Illinois",193,35,97,61,33,65,95,39,74,80
2019,IL,17011,"Bureau County, Illinois",17105,"Livingston County, Illinois",17,6,9,2,2,7,8,3,9,5
2019,IL,17011,"Bureau County, Illinois",17107,"Logan County, Illinois",4,0,3,1,0,3,1,2,2,0
2019,IL,17011,"Bureau County, Illinois",17109,"McDonough County, Illinois",26,7,11,8,8,13,5,8,13,5
2019,IL,17011,"Bureau County, Illinois",17111,"McHenry County, Illinois",80,16,39,25,15,33,32,10,53,17
2019,IL,17011,"Bureau County, Illinois",17113,"McLean County, Illinois",100,17,55,28,15,33,52,9,53,38
2019,IL,17011,"Bureau County, Illinois",17115,"Macon County, Illinois",29,12,10,7,5,17,7,1,22,6
2019,IL,17011,"Bureau County, Illinois",17117,"Macoupin County, Illinois",14,2,9,3,2,9,3,1,13,0
2019,IL,17011,"Bureau County, Illinois",17119,"Madison County, Illinois",11,5,3,3,5,2,4,1,8,2
2019,IL,17011,"Bureau County, Illinois",17121,"Marion County, Illinois",3,1,2,0,0,2,1,0,2,1
2019,IL,17011,"Bureau County, Illinois",17123,"Marshall County, Illinois",166,33,94,39,32,73,61,48,56,62
2019,IL,17011,"Bureau County, Illinois",17125,"Mason County, Illinois",6,1,2,3,0,4,2,0,4,2
2019,IL,17011,"Bureau County, Illinois",17129,"Menard County, Illinois",3,1,2,0,0,2,1,0,3,0
2019,IL,17011,"Bureau County, Illinois",17131,"Mercer County, Illinois",51,10,27,14,6,13,32,12,27,12
2019,IL,17011,"Bureau County, Illinois",17133,"Monroe County, Illinois",4,0,1,3,0,2,2,1,3,0
2019,IL,17011,"Bureau County, Illinois",17135,"Montgomery County, Illinois",10,3,3,4,3,4,3,0,9,1
2019,IL,17011,"Bureau County, Illinois",17137,"Morgan County, Illinois",9,2,5,2,2,5,2,1,7,1
2019,IL,17011,"Bureau County, Illinois",17139,"Moultrie County, Illinois",3,1,2,0,0,3,0,0,2,1
2019,IL,17011,"Bureau County, Illinois",17141,"Ogle County, Illinois",52,9,26,17,12,22,18,2,33,17
2019,IL,17011,"Bureau County, Illinois",17143,"Peoria County, Illinois",206,49,105,52,40,77,89,58,109,39
2019,IL,17011,"Bureau County, Illinois",17147,"Piatt County, Illinois",2,1,1,0,0,1,1,0,1,1
2019,IL,17011,"Bureau County, Illinois",17149,"Pike County, Illinois",7,2,4,1,0,5,2,3,4,0
2019,IL,17011,"Bureau County, Illinois",17155,"Putnam County, Illinois",310,40,158,112,70,122,118,66,55,189
2019,IL,17011,"Bureau County, Illinois",17157,"Randolph County, Illinois",2,0,1,1,1,0,1,0,0,2
2019,IL,17011,"Bureau County, Illinois",17159,"Richland County, Illinois",5,0,4,1,0,1,4,0,4,1
2019,IL,17011,"Bureau County, Illinois",17161,"Rock Island County, Illinois",162,36,84,42,35,74,53,36,72,54
2019,IL,17011,"Bureau County, Illinois",17163,"St. Clair County, Illinois",18,2,8,8,4,8,6,2,11,5
2019,IL,17011,"Bureau County, Illinois",17165,"Saline County, Illinois",5,2,3,0,2,1,2,0,3,2
2019,IL,17011,"Bureau County, Illinois",17167,"Sangamon County, Illinois",52,13,26,13,11,32,9,0,40,12
2019,IL,17011,"Bureau County, Illinois",17169,"Schuyler County, Illinois",6,0,3,3,2,2,2,4,2,0
2019,IL,17011,"Bureau County, Illinois",17171,"Scott County, Illinois",2,2,0,0,0,1,1,1,1,0
2019,IL,17011,"Bureau County, Illinois",17173,"Shelby County, Illinois",4,0,3,1,1,1,2,1,3,0
2019,IL,17011,"Bureau County, Illinois",17175,"Stark County, Illinois",111,20,64,27,17,50,44,39,38,34
2019,IL,17011,"Bureau County, Illinois",17177,"Stephenson County, Illinois",33,8,13,12,10,10,13,2,27,4
2019,IL,17011,"Bureau County, Illinois",17179,"Tazewell County, Illinois",117,13,71,33,26,44,47,22,81,14
2019,IL,17011,"Bureau County, Illinois",17181,"Union County, Illinois",1,0,0,1,0,1,0,1,0,0
2019,IL,17011,"Bureau County, Illinois",17183,"Vermilion County, Illinois",48,13,25,10,7,19,22,7,25,16
2019,IL,17011,"Bureau County, Illinois",17187,"Warren County, Illinois",15,6,8,1,5,6,4,2,10,3
2019,IL,17011,"Bureau County, Illinois",17191,"Wayne County, Illinois",6,0,4,2,1,3,2,0,4,2
2019,IL,17011,"Bureau County, Illinois",17193,"White County, Illinois",1,0,1,0,0,0,1,0,0,1
2019,IL,17011,"Bureau County, Illinois",17195,"Whiteside County, Illinois",243,52,123,68,56,71,116,53,131,59
2019,IL,17011,"Bureau County, Illinois",17197,"Will County, Illinois",177,46,83,48,45,65,67,15,112,50
